skill_id	skill_level	spelleffect_sound_1	spelleffect_sound_2	spelleffect_sound_3	spelleffect_sound_vol_1	spelleffect_sound_rad_1	spelleffect_sound_vol_2	spelleffect_sound_rad_2	spelleffect_sound_vol_3	spelleffect_sound_rad_3	shoteffect_sound_1	shoteffect_sound_2	shoteffect_sound_3	shoteffect_sound_vol_1	shoteffect_sound_rad_1	shoteffect_sound_vol_2	shoteffect_sound_rad_2	shoteffect_sound_vol_3	shoteffect_sound_rad_3	expeffect_sound_1	expeffect_sound_2	expeffect_sound_3	expeffect_sound_vol_1	expeffect_sound_rad_1	expeffect_sound_vol_2	expeffect_sound_rad_2	expeffect_sound_vol_3	expeffect_sound_rad_3	mfighter_sub	ffighter_sub	mdarkelf_sub	fdarkelf_sub	mdwarf_sub	fdwarf_sub	melf_sub	felf_sub	mmagic_sub	fmagic_sub	morc_sub	forc_sub	mshaman_sub	fshaman_sub	mkamael_sub	fkamael_sub	mfighter_throw	ffighter_throw	mdarkelf_throw	fdarkelf_throw	mdwarf_throw	fdwarf_throw	melf_throw	felf_throw	mmagic_throw	fmagic_throw	morc_throw	forc_throw	mshaman_throw	fshaman_throw	mkamael_throw	fkamael_throw	mextra_throw	fextra_throw	sound_vol	sound_rad
11	1	SkillSound.sleep_cast	SkillSound.sleep_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_sub	chrsound.f_hfighter_sub	chrsound.m_darkelf_sub	chrsound.f_darkelf_sub	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_sub	chrsound.f_elf_sub	chrsound.m_hmagician_sub	chrsound.f_hmagician_sub	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
12	1	SkillSound.sleep_cast	SkillSound.sleep_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_sub	chrsound.f_hfighter_sub	chrsound.m_darkelf_sub	chrsound.f_darkelf_sub	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_sub	chrsound.f_elf_sub	chrsound.m_hmagician_sub	chrsound.f_hmagician_sub	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
13	1	SkillSound4.summon_cast			250.00000000	80.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_call	chrsound.f_hfighter_call	chrsound.m_darkelf_call	chrsound.f_darkelf_call	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_call	chrsound.f_elf_call	chrsound.m_hmagician_call	chrsound.f_hmagician_call	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
15	1	SkillSound.sleep_cast	SkillSound.sleep_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_sub	chrsound.f_hfighter_sub	chrsound.m_darkelf_sub	chrsound.f_darkelf_sub	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_sub	chrsound.f_elf_sub	chrsound.m_hmagician_sub	chrsound.f_hmagician_sub	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
16	1	SkillSound.mortal_blow_cast	SkillSound.mortal_blow_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
17	1	SkillSound4.fatal_strike_cast	SkillSound.blaze_explotion		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
18	1	SkillSound3.hate_cast	SkillSound3.hate_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_sub	chrsound.f_hfighter_sub	chrsound.m_darkelf_sub	chrsound.f_darkelf_sub	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_sub	chrsound.f_elf_sub	chrsound.m_hmagician_sub	chrsound.f_hmagician_sub	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
19	1	SkillSound4.fatal_strike_cast	SkillSound.power_shot_shot	SkillSound.power_shot_explotion	250.00000000	80.00000000	250.00000000	80.00000000	250.00000000	160.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
21	1	SkillSound.recharge_cast	SkillSound3.decey_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
22	1	SkillSound4.summon_cast			250.00000000	80.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_call	chrsound.f_hfighter_call	chrsound.m_darkelf_call	chrsound.f_darkelf_call	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_call	chrsound.f_elf_call	chrsound.m_hmagician_call	chrsound.f_hmagician_call	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
24	1	SkillSound.power_shot_cast	SkillSound.power_shot_shot	SkillSound.flame_strike_explotion	250.00000000	80.00000000	250.00000000	80.00000000	250.00000000	160.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
25	1	SkillSound4.summon_cast			250.00000000	80.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_call	chrsound.f_hfighter_call	chrsound.m_darkelf_call	chrsound.f_darkelf_call	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_call	chrsound.f_elf_call	chrsound.m_hmagician_call	chrsound.f_hmagician_call	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
27	1	SkillSound.might_cast	SkillSound.might_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_sub	chrsound.f_hfighter_sub	chrsound.m_darkelf_sub	chrsound.f_darkelf_sub	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_sub	chrsound.f_elf_sub	chrsound.m_hmagician_sub	chrsound.f_hmagician_sub	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
28	1	SkillSound3.hate_cast	SkillSound3.hate_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_sub	chrsound.f_hfighter_sub	chrsound.m_darkelf_sub	chrsound.f_darkelf_sub	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_sub	chrsound.f_elf_sub	chrsound.m_hmagician_sub	chrsound.f_hmagician_sub	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
29	1	SkillSound.iron_punch_cast	SkillSound.blaze_explotion		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
30	1	SkillSound4.fatal_strike_cast	SkillSound4.fatal_strike_shot_02		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
33	1	SkillSound4.summon_cast			250.00000000	80.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_call	chrsound.f_hfighter_call	chrsound.m_darkelf_call	chrsound.f_darkelf_call	chrsound.m_dwarf_type_c	chrsound.f_dwarf_type_c	chrsound.m_elf_call	chrsound.f_elf_call	chrsound.m_hmagician_call	chrsound.f_hmagician_call	chrsound.m_orc_fighter_type_c	chrsound.f_orc_fighter_type_c	chrsound.m_orc_magician_type_c	chrsound.f_orc_magician_type_c	chrsound.MKamael_TypeC_S	chrsound.FKamael_TypeC_S		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
34	1	SkillSound.heal_cast	SkillSound.heal_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
35	1	SkillSound4.fatal_strike_cast	SkillSound.flame_strike_shot	SkillSound.flame_strike_explotion	250.00000000	80.00000000	250.00000000	80.00000000	250.00000000	160.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
36	1	SkillSound4.fatal_strike_cast	SkillSound4.fatal_strike_shot_02		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
42	1				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
44	1	SkillSound.recharge_cast	SkillSound3.decey_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
45	1	SkillSound.heal_cast	SkillSound.heal_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	chrsound.m_hfighter_white	chrsound.f_hfighter_white	chrsound.m_darkelf_white	chrsound.f_darkelf_white	chrsound.m_dwarf_type_a	chrsound.f_dwarf_type_a	chrsound.m_elf_white	chrsound.f_elf_white	chrsound.m_hmagician_white	chrsound.f_hmagician_white	chrsound.m_orc_fighter_type_a	chrsound.f_orc_fighter_type_a	chrsound.m_orc_magician_type_a	chrsound.f_orc_magician_type_a	chrsound.MKamael_TypeA_S	chrsound.FKamael_TypeA_S		chrsound.m_hfighter_notarget	chrsound.f_hfighter_notarget	chrsound.m_darkelf_notarget	chrsound.f_darkelf_notarget	chrsound.m_dwarf_notarget	chrsound.f_dwarf_notarget	chrsound.m_elf_notarget	chrsound.f_elf_notarget	chrsound.m_hmagician_notarget	chrsound.f_hmagician_notarget	chrsound.m_orc_fighter_notarget	chrsound.f_orc_fighter_notarget	chrsound.m_orc_magician_notarget	chrsound.f_orc_magician_notarget	chrsound.MKamael_notarget	chrsound.FKamael_notarget		250.00000000	50.00000000
46	1	SkillSound5.life_leach_cast	SkillSound.vampiric_touch_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																		chrsound.m_hfighter_throw	chrsound.f_hfighter_throw	chrsound.m_darkelf_throw	chrsound.f_darkelf_throw	chrsound.m_dwarf_throw	chrsound.f_dwarf_throw	chrsound.m_elf_throw	chrsound.f_elf_throw	chrsound.m_hmagician_throw	chrsound.f_hmagician_throw	chrsound.m_orc_fighter_throw	chrsound.f_orc_fighter_throw	chrsound.m_orc_magician_throw	chrsound.f_orc_magician_throw	chrsound.MKamael_throw	chrsound.FKamael_throw		250.00000000	50.00000000
48	1	SkillSound4.fatal_strike_cast	SkillSound3.shieldstun_shot		250.00000000	80.00000000	250.00000000	80.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000				0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000																																			250.00000000	50.00000000
