tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt2	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	quest_x	quest_y	quest_z	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_1	UNK_2	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_3	area_id	UNK_4	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]
1	4	1	u,火之君主的健康\0	u,六個部族的禮物\0	u,最近半獸人王國的領袖火之君主卡卡伊的健康狀況惡化。長老會決定各部族獻上有益於君主健康的物品。君主的親信百人隊長納庫辛，請求你幫他收集6個部族所要獻上的貢品。各部族的代表如下：\\n\\n威嚴的黑斯吐伊部族-塔塔魯 蘇 黑斯吐伊\\n冷酷的阿吐巴部族-阿吐巴首領巴勒庫斯\\n不知後退的那魯加部族-倉庫管理員魯恩\\n根性的烏魯吐部族-坎塔克 蘇 烏魯吐\\n智略的都達瑪拉部族-商人庫奈\\n毫不留情的甘地部族-商人烏斯卡\\n\0	6	1541	1542	1543	1544	1545	1546									6	1	1	1	1	1	1									0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	u,半獸人\0	u,半獸人族的希望，火之君主卡卡伊的健康狀況惡化了。王國的元老們為祈願族長的痊癒，決定各部族獻上一個禮物...\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	0			
1	4	2	u,火之君主的健康\0	u,回到百人隊長納庫辛\0	u,收齊了所有獻給火之君主的貢品。現在將其交給百人隊長納庫辛。\\n\0	0															0															-47360.00000000	-113791.00000000	-237.00000000	2	5	3	u,百人隊長 納庫辛\0	0	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	u,半獸人\0	u,半獸人族的希望，火之君主卡卡伊的健康狀況惡化了。王國的元老們為祈願族長的痊癒，決定各部族獻上一個禮物...\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	1			
1	4	-1	u,火之君主的健康\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	u,半獸人\0	u,半獸人族的希望--火之君主 卡卡伊的健康已惡化。王國的元老們為祈願族長的痊癒，決定各部族獻上一個禮物...\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	2			
1	5	1	u,礦工的囑託\0	u,到村莊幫忙跑腿\0	u,礦工波特是生活在礦場的灰柱公會會員。他請求你到村莊拿回幾件必需品。去找武器商店的恰里、雜貨商店的商人卡黎塔、倉庫的倉庫管理員老闆里德，還有鐵舖的鐵匠白龍普，並找回已訂購的物品，將其全部交給礦工波特。\\n\0	4	1548	1549	1550	1551											4	1	1	1	1											0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	u,沒有條件限制\0	u,在礦場過著日夜勞碌礦工生活的灰柱公會會員們。礦工波特因沒有人把村莊準備好的補給品帶來而乾著急...\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	0			
1	5	2	u,礦工的囑託\0	u,回到礦工波特\0	u,波特拜託的物品全都找到了。現在回到礦工波特處。\\n\0	0															0															112656.00000000	-174864.00000000	-611.00000000	2	5	3	u,礦工 波特\0	0	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	u,沒有條件限制\0	u,在礦場過著日夜勞碌礦工生活的灰柱公會會員們。礦工波特因沒有人把村莊準備好的補給品帶來而乾著急...\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	1			
1	5	-1	u,礦工的囑託\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	u,沒有條件限制\0	u,在礦場日夜勞碌地過著礦工生活的灰柱公會會員們。礦工 波特因沒有人能夠帶回村莊備齊的補給品，於是感到急躁...\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	2			
1	6	1	u,朝向未來的第一步\0	u,一臂之力\0	u,你決心要展翅飛往新大陸，在那寬廣的世界裡盡情翱翔。但光憑一己之力，根本連旅費都湊不足。去向教師巴烏洛求助。\\n\0	0															0															-84729.00000000	245001.00000000	-3726.00000000	3	10	3	u,教師 巴烏洛\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,人類\0	u,守門人拉普吉兒常會講述有關說話之島以外的那片美妙的世界。而你對未來世界的憧景，也漸漸被鼓舞起來…。\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	0			
1	6	2	u,朝向未來的第一步\0	u,執政官的認可\0	u,心地善良的教師巴烏洛決定要幫助你。他剛好有一封信要交給執政官柯林溫達伍德閣下，他想把這個差事交給你。他要你到勝戰紀念塔向柯林溫達伍德閣下求助，他也許可以幫得上忙的。\\n\0	1	7571														1	1														-100332.00000000	238019.00000000	-3573.00000000	3	10	3	u,柯林溫達伍德閣下\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,人類\0	u,守門人拉普吉兒常會講述有關說話之島以外的那片美妙的世界。而你對未來世界的憧景，也漸漸被鼓舞起來…。\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	1			
1	6	3	u,朝向未來的第一步\0	u,前往奇岩！\0	u,你的熱情與魄力受到柯林 溫達伍德閣下的青睞，他決定要贊助你到奇岩的所有旅費。去見守門人 拉普吉兒，並轉達柯林 溫達伍德閣下的話。\\n\0	0															0															-84108.00000000	244604.00000000	-3729.00000000	3	10	3	u,守門人 拉普吉兒\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,人類\0	u,守門人拉普吉兒常會講述有關說話之島以外的那片美妙的世界。而你對未來世界的憧景，也漸漸被鼓舞起來…。\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	2			
1	6	-1	u,朝向未來的第一步\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,人類\0	u,守門人拉普吉兒常會講述有關說話之島以外的那片美妙的世界。而你對未來世界的憧景，也漸漸被鼓舞起來…。\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	3			
1	7	1	u,旅程的開始\0	u,前輩的忠告\0	u,據說商人阿黎爾在回到精靈森林之前，曾是個經驗十足的冒險家。找她去討教一些經驗。\\n\0	0															0															44683.00000000	46952.00000000	-2981.00000000	3	10	3	u,商人 阿黎爾\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,精靈\0	u,一扇通往寬廣世界的門，就此為你打來。\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	0			
1	7	2	u,旅程的開始\0	u,長老的支持\0	u,向來就很鼓勵年輕的精靈常和外界接觸，吸收經驗，培養眼目的長老阿斯特黎歐斯，據說也很喜歡贊助旅行家。去見長老阿斯特黎羅司。\\n\0	1	7572														1	1														44692.00000000	52261.00000000	-2795.00000000	3	10	3	u,長老 阿斯特黎羅司\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,精靈\0	u,一扇通往寬廣世界的門，就此為你打來。\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	1			
1	7	3	u,旅程的開始\0	u,旅行的準備\0	u,得到歸還承諾的長老阿斯特黎羅司說，只要做好啟程準備，就可以去見守門人米帝爾。\\n\0	0															0															46926.00000000	51511.00000000	-2977.00000000	3	10	3	u,守門人 米帝爾\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,精靈\0	u,一扇通往寬廣世界的門，就此為你打來。\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	2			
1	7	-1	u,旅程的開始\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,精靈\0	u,一扇通往寬廣世界的門，就此為你開啟。\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	3			
1	8	1	u,冒險的開始\0	u,暗地理的復仇\0	u,守門人傑斯密認為你的舉動，就像少時的露絲林一樣唐突天真，她拒絕了你的要求。去找哨兵露絲林尋找解決的方法。\\n\0	0															0															15272.00000000	16310.00000000	-4377.00000000	3	10	3	u,哨兵 露絲林\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,黑暗精靈\0	u,一扇通往寬廣世界的門，就此為你打來。\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	0			
1	8	2	u,冒險的開始\0	u,露絲林的復仇\0	u,傑斯密輕藐的發言惹怒了露絲林，她遞出了一張紙條，要求把它送給教師哈勒涅，裡面寫著有關傑斯密的重要內容。\\n\0	1	7573														1	1														10344.00000000	14445.00000000	-4242.00000000	3	10	3	u,教師 哈勒涅\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,黑暗精靈\0	u,一扇通往寬廣世界的門，就此為你打來。\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	1			
1	8	3	u,冒險的開始\0	u,傑斯密的審判\0	u,教師哈勒涅看來已經是長久以來旁觀著露絲林和傑斯密兩姐妹的爭吵。他要求把他的前言，轉達給傑斯密。\\n\0	0															0															9670.00000000	15537.00000000	-4574.00000000	3	10	3	u,守門人 傑斯密\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,黑暗精靈\0	u,一扇通往寬廣世界的門，就此為你打來。\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	2			
1	8	-1	u,冒險的開始\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,黑暗精靈\0	u,一扇通往寬廣世界的門，就此為你打來。\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	3			
1	9	1	u,往人類的都市\0	u,百人隊長的疑問\0	u,侍奉火之君主卡卡伊的百人隊長巴特凱，他常對強的真諦表示質疑。他要求去找預言者 塔那比尋找答案。\\n\0	0															0															-45863.00000000	-112621.00000000	-200.00000000	3	10	3	u,預言者 塔那比\0	0	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	u,半獸人\0	u,百人隊長巴特凱，一個探求力量定義的人。這是為了學習過去失敗的歷史，必須前往之路…。\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	0			
1	9	2	u,往人類的都市\0	u,前往人類之都\0	u,預言者 塔那比說，為了解答這些半獸人提出的質疑，就必須前往人類的城市奇岩去尋找答案。去見守門人坦米爾。\\n\0	0															0															-45264.00000000	-112512.00000000	-235.00000000	3	10	3	u,守門人 坦米爾\0	0	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	u,半獸人\0	u,百人隊長巴特凱，一個探求力量定義的人。這是為了學習過去失敗的歷史，必須前往之路…。\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	1			
1	9	-1	u,往人類的都市\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	u,半獸人\0	u,百人隊長 巴特凱，一個探求真正力量之定義的人。為了學習過去失敗的歷史，必須前往的路是...\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	2			
1	10	1	u,迎向世界\0	u,巴蘭克的試練\0	u,元老巴蘭克強調，必須先通過他的考驗，才可以允准啟程。去見倉庫管理員老闆里德。\\n\0	0															0															115205.00000000	-180024.00000000	-870.00000000	3	10	3	u,倉庫管理員老闆 里德\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	u,矮人\0	u,一扇通往寬廣世界的門，就此為你打來。\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	0			
1	10	2	u,迎向世界\0	u,米索莉礦山採礦權\0	u,倉庫管理員里德拜託說，請將他準備的項鍊交給大地神官吉安德。且順便去查一下要將採礦權給誰吧。\\n\0	1	7574														1	1														114990.00000000	-177294.00000000	-854.00000000	3	10	3	u,大地神官 吉安德\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	u,矮人\0	u,一扇通往寬廣世界的門，就此為你打來。\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	1			
