id	bin	val1	val2	str1	str2	unk1	unk2	unk3	unk4
126	1	13283	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
22	0	13298	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
22	1	13298	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20000	0	126	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20000	1	126	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20001	0	131	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20001	1	131	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20002	0	132	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20002	1	132	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20003	0	133	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20003	1	133	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
127	0	140	13792	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
127	1	140	13792	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20001	0	138	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20001	1	138	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20004	0	136	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20004	1	136	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20005	0	134	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20005	1	134	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20006	0	135	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20006	1	135	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20007	0	158	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20007	1	158	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
30000	0	0	0			1	0	0	0
30000	1	0	0			1	0	0	0
30001	0	0	0			1	0	0	0
30001	1	0	0			1	0	0	0
30002	0	0	0			1	0	0	0
30002	1	0	0			1	0	0	0
30003	0	0	0			1	0	0	0
30003	1	0	0			1	0	0	0
30004	0	0	0			1	0	0	0
30004	1	0	0			1	0	0	0
30005	0	0	0			1	0	0	0
30005	1	0	0			1	0	0	0
30006	0	0	0			1	0	0	0
30006	1	0	0			1	0	0	0
30007	0	0	0			1	0	0	0
30007	1	0	0			1	0	0	0
30008	0	0	0			1	0	0	0
30008	1	0	0			1	0	0	0
30009	0	0	0			1	0	0	0
30009	1	0	0			1	0	0	0
30010	0	0	0			1	0	0	0
30010	1	0	0			1	0	0	0
30011	0	0	0			1	0	0	0
30011	1	0	0			1	0	0	0
30012	0	0	0			1	0	0	0
30012	1	0	0			1	0	0	0
30013	0	0	0			1	0	0	0
30013	1	0	0			1	0	0	0
30014	0	0	0			1	0	0	0
30014	1	0	0			1	0	0	0
30015	0	0	0			1	0	0	0
30015	1	0	0			1	0	0	0
30016	0	0	0			1	0	0	0
30016	1	0	0			1	0	0	0
30017	0	0	0			1	0	0	0
30017	1	0	0			1	0	0	0
30018	0	0	0			1	0	0	0
30018	1	0	0			1	0	0	0
30019	0	0	0			1	0	0	0
30019	1	0	0			1	0	0	0
30020	0	0	0			1	0	0	0
30020	1	0	0			1	0	0	0
30021	0	0	0			1	0	0	0
30021	1	0	0			1	0	0	0
30022	0	0	0			1	0	0	0
30022	1	0	0			1	0	0	0
30023	0	0	0			1	0	0	0
30023	1	0	0			1	0	0	0
30024	0	0	0			1	0	0	0
30024	1	0	0			1	0	0	0
30025	0	0	0			1	0	0	0
30025	1	0	0			1	0	0	0
30026	0	0	0			1	0	0	0
30026	1	0	0			1	0	0	0
30027	0	0	0			1	0	0	0
30027	1	0	0			1	0	0	0
30028	0	0	0			1	0	0	0
30028	1	0	0			1	0	0	0
30029	0	0	0			1	0	0	0
30029	1	0	0			1	0	0	0
30030	0	0	0			1	0	0	0
30030	1	0	0			1	0	0	0
30031	0	0	0			1	0	0	0
30031	1	0	0			1	0	0	0
30032	0	0	0			1	0	0	0
30032	1	0	0			1	0	0	0
30033	0	0	0			1	0	0	0
30033	1	0	0			1	0	0	0
30034	0	0	0			1	0	0	0
30034	1	0	0			1	0	0	0
30035	0	0	0			1	0	0	0
30035	1	0	0			1	0	0	0
35000	0	0	0			1	0	0	0
35000	1	0	0			1	0	0	0
35001	0	0	0			1	0	0	0
35001	1	0	0			1	0	0	0
35002	0	0	0			1	0	0	0
35002	1	0	0			1	0	0	0
35003	0	0	0			1	0	0	0
35003	1	0	0			1	0	0	0
35004	0	0	0			1	0	0	0
35004	1	0	0			1	0	0	0
35005	0	0	0			1	0	0	0
35005	1	0	0			1	0	0	0
35006	0	0	0			1	0	0	0
35006	1	0	0			1	0	0	0
35007	0	0	0			1	0	0	0
35007	1	0	0			1	0	0	0
35008	0	0	0			1	0	0	0
35008	1	0	0			1	0	0	0
35009	0	0	0			1	0	0	0
35009	1	0	0			1	0	0	0
35010	0	0	0			1	0	0	0
35010	1	0	0			1	0	0	0
35011	0	0	0			1	0	0	0
35011	1	0	0			1	0	0	0
35012	0	0	0			1	0	0	0
35012	1	0	0			1	0	0	0
35013	0	0	0			1	0	0	0
35013	1	0	0			1	0	0	0
35014	0	0	0			1	0	0	0
35014	1	0	0			1	0	0	0
35015	0	0	0			1	0	0	0
35015	1	0	0			1	0	0	0
35016	0	0	0			1	0	0	0
35016	1	0	0			1	0	0	0
35017	0	0	0			1	0	0	0
35017	1	0	0			1	0	0	0
35018	0	0	0			1	0	0	0
35018	1	0	0			1	0	0	0
35019	0	0	0			1	0	0	0
35019	1	0	0			1	0	0	0
35020	0	0	0			1	0	0	0
35020	1	0	0			1	0	0	0
35021	0	0	0			1	0	0	0
35021	1	0	0			1	0	0	0
35022	0	0	0			1	0	0	0
35022	1	0	0			1	0	0	0
35023	0	0	0			1	0	0	0
35023	1	0	0			1	0	0	0
35024	0	0	0			1	0	0	0
35024	1	0	0			1	0	0	0
35025	0	0	0			1	0	0	0
35025	1	0	0			1	0	0	0
35026	0	0	0			1	0	0	0
35026	1	0	0			1	0	0	0
35027	0	0	0			1	0	0	0
35027	1	0	0			1	0	0	0
35028	0	0	0			1	0	0	0
35028	1	0	0			1	0	0	0
35029	0	0	0			1	0	0	0
35029	1	0	0			1	0	0	0
35030	0	0	0			1	0	0	0
35030	1	0	0			1	0	0	0
35031	0	0	0			1	0	0	0
35031	1	0	0			1	0	0	0
35032	0	0	0			1	0	0	0
35032	1	0	0			1	0	0	0
35033	0	0	0			1	0	0	0
35033	1	0	0			1	0	0	0
35034	0	0	0			1	0	0	0
35034	1	0	0			1	0	0	0
35035	0	0	0			1	0	0	0
35035	1	0	0			1	0	0	0
33000	0	0	0			1	0	0	0
33000	1	0	0			1	0	0	0
33001	0	0	0			1	0	0	0
33001	1	0	0			1	0	0	0
33002	0	0	0			1	0	0	0
33002	1	0	0			1	0	0	0
33003	0	0	0			1	0	0	0
33003	1	0	0			1	0	0	0
33004	0	0	0			1	0	0	0
33004	1	0	0			1	0	0	0
33005	0	0	0			1	0	0	0
33005	1	0	0			1	0	0	0
33006	0	0	0			1	0	0	0
33006	1	0	0			1	0	0	0
33007	0	0	0			1	0	0	0
33007	1	0	0			1	0	0	0
33008	0	0	0			1	0	0	0
33008	1	0	0			1	0	0	0
33009	0	0	0			1	0	0	0
33009	1	0	0			1	0	0	0
33010	0	0	0			1	0	0	0
33010	1	0	0			1	0	0	0
33011	0	0	0			1	0	0	0
33011	1	0	0			1	0	0	0
33012	0	0	0			1	0	0	0
33012	1	0	0			1	0	0	0
33013	0	0	0			1	0	0	0
33013	1	0	0			1	0	0	0
33014	0	0	0			1	0	0	0
33014	1	0	0			1	0	0	0
33015	0	0	0			1	0	0	0
33015	1	0	0			1	0	0	0
33016	0	0	0			1	0	0	0
33016	1	0	0			1	0	0	0
33017	0	0	0			1	0	0	0
33017	1	0	0			1	0	0	0
33018	0	0	0			1	0	0	0
33018	1	0	0			1	0	0	0
33019	0	0	0			1	0	0	0
33019	1	0	0			1	0	0	0
33020	0	0	0			1	0	0	0
33020	1	0	0			1	0	0	0
33021	0	0	0			1	0	0	0
33021	1	0	0			1	0	0	0
33022	0	0	0			1	0	0	0
33022	1	0	0			1	0	0	0
33023	0	0	0			1	0	0	0
33023	1	0	0			1	0	0	0
33024	0	0	0			1	0	0	0
33024	1	0	0			1	0	0	0
33025	0	0	0			1	0	0	0
33025	1	0	0			1	0	0	0
33026	0	0	0			1	0	0	0
33026	1	0	0			1	0	0	0
33027	0	0	0			1	0	0	0
33027	1	0	0			1	0	0	0
33028	0	0	0			1	0	0	0
33028	1	0	0			1	0	0	0
33029	0	0	0			1	0	0	0
33029	1	0	0			1	0	0	0
33030	0	0	0			1	0	0	0
33030	1	0	0			1	0	0	0
33031	0	0	0			1	0	0	0
33031	1	0	0			1	0	0	0
33032	0	0	0			1	0	0	0
33032	1	0	0			1	0	0	0
33033	0	0	0			1	0	0	0
33033	1	0	0			1	0	0	0
33034	0	0	0			1	0	0	0
33034	1	0	0			1	0	0	0
33035	0	0	0			1	0	0	0
33035	1	0	0			1	0	0	0
